,time_period,new_ent,type,count,proportion_perc,perc_change
0,2024-06,) MODELLING,H_SKILL,1,0.005199126546740148,0.0
1,2024-06,"*, *383",S_SKILL,1,0.005199126546740148,0.0
2,2024-06,*2024,S_SKILL,1,0.005199126546740148,0.0
3,2024-06,", INSPIRING, AND THOUGHT",S_SKILL,1,0.005199126546740148,0.0
4,2024-06,", OR PROVEN DEVELOPMENT EXPERIENCE",S_SKILL,1,0.005199126546740148,0.0
5,2024-06,-END AUTOMATION SOLUTION,H_SKILL,1,0.005199126546740148,0.0
6,2024-06,-END FEATURES,H_SKILL,2,0.010398253093480296,0.0
7,2024-06,-END IMPLEMENTATION,H_SKILL,1,0.005199126546740148,0.0
8,2024-06,-END PROCUREMENT,H_SKILL,1,0.005199126546740148,0.0
9,2024-06,-END REAL TIME,H_SKILL,1,0.005199126546740148,0.0
10,2024-06,-END SOFTWARE DEVELOPMENT LIFECYCLE,H_SKILL,1,0.005199126546740148,0.0
11,2024-06,-END SOFTWARE LIFECYCLES,H_SKILL,1,0.005199126546740148,0.0
12,2024-06,-END SOFTWARE SOLUTIONS,H_SKILL,1,0.005199126546740148,0.0
13,2024-06,-END TECHNICAL ARCHITECTURE AND DEPENDENCY SYSTEMS,H_SKILL,1,0.005199126546740148,0.0
14,2024-06,-END TEST APPROACH,H_SKILL,1,0.005199126546740148,0.0
15,2024-06,-END TESTS,H_SKILL,1,0.005199126546740148,0.0
16,2024-06,-END TRACKING & INSIGHT GATHERING IMPLEMENTATION PROCESS,H_SKILL,1,0.005199126546740148,0.0
17,2024-06,-FUNCTIONAL INTEGRATION,H_SKILL,1,0.005199126546740148,0.0
18,2024-06,.NET,LANG_FRAM,45,0.23396069460330662,0.0
19,2024-06,.NET CORE,LANG_FRAM,4,0.020796506186960592,0.0
20,2024-06,/APPARATUS,S_SKILL,1,0.005199126546740148,0.0
21,2024-06,0-3,H_SKILL,1,0.005199126546740148,0.0
22,2024-06,140.60,LANG_FRAM,1,0.005199126546740148,0.0
23,2024-06,1:1 COACHING,REQUIREMENT,1,0.005199126546740148,0.0
24,2024-06,"2,000USD",LANG_FRAM,4,0.020796506186960592,0.0
25,2024-06,2-3 YEARS OF POST-UNIVERSITY,S_SKILL,1,0.005199126546740148,0.0
26,2024-06,2.1,H_SKILL,1,0.005199126546740148,0.0
27,2024-06,22/04/2025,LANG_FRAM,1,0.005199126546740148,0.0
28,2024-06,240003PL,LANG_FRAM,1,0.005199126546740148,0.0
29,2024-06,2:1,LANG_FRAM,2,0.010398253093480296,0.0
30,2024-06,2:1,REQUIREMENT,107,0.5563065405011958,0.0
31,2024-06,2:2,REQUIREMENT,34,0.176770302589165,0.0
32,2024-06,360 DATA,LANG_FRAM,1,0.005199126546740148,0.0
33,2024-06,3D COMMUNICATION,H_SKILL,1,0.005199126546740148,0.0
34,2024-06,3D MODELLING,H_SKILL,3,0.015597379640220442,0.0
35,2024-06,3D MODELS,H_SKILL,1,0.005199126546740148,0.0
36,2024-06,3D PRINTING,H_SKILL,2,0.010398253093480296,0.0
37,2024-06,46.00,S_SKILL,1,0.005199126546740148,0.0
38,2024-06,5.0,LANG_FRAM,1,0.005199126546740148,0.0
39,2024-06,A PROVEN TEAM PLAYER,H_SKILL,1,0.005199126546740148,0.0
40,2024-06,AAPS,LANG_FRAM,9,0.04679213892066133,0.0
41,2024-06,ABILITY,S_SKILL,2,0.010398253093480296,0.0
42,2024-06,ABILITY IN MAINSTREAM GIS SOFTWARE,H_SKILL,1,0.005199126546740148,0.0
43,2024-06,ABILITY TO ACCEPT A CHANGE IN PRIORITIES AS NECESSARY,S_SKILL,1,0.005199126546740148,0.0
44,2024-06,"ABILITY TO ANALYZE COMPLEX DATASETS, IDENTIFY TRENDS, AND EXTRACT MEANINGFUL INSIGHTS",H_SKILL,1,0.005199126546740148,0.0
45,2024-06,ABILITY TO ANALYZE QUANTITATIVE AND QUALITATIVE DATA,H_SKILL,1,0.005199126546740148,0.0
46,2024-06,ABILITY TO ANSWER SIMPLE QUESTIONS,S_SKILL,1,0.005199126546740148,0.0
47,2024-06,ABILITY TO APPLY FOR SC CLEARANCE A MINIMUM OF A,S_SKILL,2,0.010398253093480296,0.0
48,2024-06,ABILITY TO APPLY YOUR TECHNICAL INSIGHTS,S_SKILL,1,0.005199126546740148,0.0
49,2024-06,"ABILITY TO BE PROACTIVE AND TAKE INITIATIVE, INCLUDING PERFORMANCE OF DUTIES EXERCISING",H_SKILL,1,0.005199126546740148,0.0
50,2024-06,ABILITY TO CARBONISE SOFTWARE SOLUTIONS FOR OPTIMAL PERFORMANCE-,H_SKILL,1,0.005199126546740148,0.0
51,2024-06,ABILITY TO CHALLENGE,S_SKILL,1,0.005199126546740148,0.0
52,2024-06,ABILITY TO CLEARLY ARTICULATE PROBLEMS AND SOLUTIONS,S_SKILL,1,0.005199126546740148,0.0
53,2024-06,ABILITY TO CLEARLY CONVEY TECHNICAL CONCEPTS,S_SKILL,1,0.005199126546740148,0.0
54,2024-06,ABILITY TO COACH,S_SKILL,1,0.005199126546740148,0.0
55,2024-06,ABILITY TO DEBUG COMPLEX ISSUES,H_SKILL,1,0.005199126546740148,0.0
56,2024-06,"ABILITY TO DRIVE, FOLLOW",S_SKILL,1,0.005199126546740148,0.0
57,2024-06,ABILITY TO EXPLAIN COMPLEX CONCEPTS,S_SKILL,1,0.005199126546740148,0.0
58,2024-06,ABILITY TO EXPLAIN COMPLEX TECHNICAL CONCEPTS,S_SKILL,1,0.005199126546740148,0.0
59,2024-06,ABILITY TO EXPLAIN TECHNICAL CONCEPTS,S_SKILL,4,0.020796506186960592,0.0
60,2024-06,ABILITY TO EXPLAIN TECHNICAL DETAILS CLEARLY-,S_SKILL,1,0.005199126546740148,0.0
61,2024-06,ABILITY TO EXTRACT RELEVANT TECHNICAL INFORMATION AND DATA FROM LITERATURE,H_SKILL,1,0.005199126546740148,0.0
62,2024-06,ABILITY TO FOLLOW,S_SKILL,1,0.005199126546740148,0.0
63,2024-06,ABILITY TO INFLUENCE,S_SKILL,1,0.005199126546740148,0.0
64,2024-06,ABILITY TO INFLUENCE STAKEHOLDERS,S_SKILL,1,0.005199126546740148,0.0
65,2024-06,ABILITY TO INTERPRET,S_SKILL,1,0.005199126546740148,0.0
66,2024-06,ABILITY TO INTERPRET COMPLEX DATA,S_SKILL,1,0.005199126546740148,0.0
67,2024-06,ABILITY TO MAKE SENSE OF COMPLEXITY,H_SKILL,1,0.005199126546740148,0.0
68,2024-06,ABILITY TO MANAGE MULTIPLE PRIORITIES AND DEADLINES,S_SKILL,1,0.005199126546740148,0.0
69,2024-06,ABILITY TO MANAGE MULTIPLE PROJECTS,S_SKILL,1,0.005199126546740148,0.0
70,2024-06,ABILITY TO OWN THE WHOLE ML LIFE-CYCLE,S_SKILL,1,0.005199126546740148,0.0
71,2024-06,ABILITY TO PICK UP TECHNICAL INFORMATION,S_SKILL,1,0.005199126546740148,0.0
72,2024-06,ABILITY TO PRIORITISE,S_SKILL,1,0.005199126546740148,0.0
73,2024-06,ABILITY TO PRIORITIZE AND MANAGE TECHNICAL DEPENDENCIES,S_SKILL,1,0.005199126546740148,0.0
74,2024-06,ABILITY TO PROTOTYPE ALGORITHMS,H_SKILL,1,0.005199126546740148,0.0
75,2024-06,ABILITY TO RESPOND WITH FORCE WHEN NECESSARY,S_SKILL,1,0.005199126546740148,0.0
76,2024-06,ABILITY TO SEE THE BIGGER PICTURE,S_SKILL,1,0.005199126546740148,0.0
77,2024-06,ABILITY TO SEEK OUT AND PRESENT COMPELLING NEW INFORMATION,S_SKILL,4,0.020796506186960592,0.0
78,2024-06,ABILITY TO SELF-EVALUATE,S_SKILL,1,0.005199126546740148,0.0
79,2024-06,ABILITY TO SYNTHESIZE,S_SKILL,1,0.005199126546740148,0.0
80,2024-06,ABILITY TO TAKE CHARGE OF SITUATIONS,S_SKILL,2,0.010398253093480296,0.0
81,2024-06,ABILITY TO TAKE WELL TO CONSTRUCTIVE CRITICISM,S_SKILL,1,0.005199126546740148,0.0
82,2024-06,ABILITY TO THEN EXPLAIN THIS,S_SKILL,1,0.005199126546740148,0.0
83,2024-06,"ABILITY TO THRIVE IN A FAST-PACED, DYNAMIC ENVIRONMENT",S_SKILL,1,0.005199126546740148,0.0
84,2024-06,ABILITY TO TRAVEL,S_SKILL,2,0.010398253093480296,0.0
85,2024-06,ABILITY TO TRAVEL WITHIN THE UK AND EUROPE FOR SHORT PERIODS (1-,H_SKILL,1,0.005199126546740148,0.0
86,2024-06,ABILITY TO WORK EFFECTIVELY,S_SKILL,9,0.04679213892066133,0.0
87,2024-06,ABILITY TO WORK IN A B2B,S_SKILL,1,0.005199126546740148,0.0
88,2024-06,"ABILITY TO WORK IN A FAST-PACED,",S_SKILL,1,0.005199126546740148,0.0
89,2024-06,ABILITY TO WORK IN FAST-PACED GOAL,S_SKILL,1,0.005199126546740148,0.0
90,2024-06,ABILITY TO WORK IN THE UK FOR,S_SKILL,1,0.005199126546740148,0.0
91,2024-06,ABILITY TO WORK ON COMPLEX PROJECTS,S_SKILL,2,0.010398253093480296,0.0
92,2024-06,ABILITY TO WORK UNDER PRESSURE,S_SKILL,5,0.025995632733700737,0.0
93,2024-06,"ABILITY TO WORK UNDER PRESSURE WITHIN TIGHT DEADLINES ARE PRO-ACTIVE, TENACIOUS, AND",S_SKILL,3,0.015597379640220442,0.0
94,2024-06,ABILITY TO WORK WELL IN HIGH-PRESSURED ENVIRONMENTS,S_SKILL,1,0.005199126546740148,0.0
95,2024-06,ABILITY TO WORK WITH LONDON,S_SKILL,1,0.005199126546740148,0.0
96,2024-06,ABILITY TO WORK WITHIN AGILE FRAMEWORKS,S_SKILL,1,0.005199126546740148,0.0
97,2024-06,ABILITY – CAPABLE OF UNDERTAKING DESIGN,H_SKILL,1,0.005199126546740148,0.0
98,2024-06,ACADEMIC RESULTS,S_SKILL,1,0.005199126546740148,0.0
99,2024-06,ACCESS,H_SKILL,1,0.005199126546740148,0.0
100,2024-06,ACCESS AND DATA CENTRE,H_SKILL,1,0.005199126546740148,0.0
101,2024-06,ACCESS CONTROL,H_SKILL,1,0.005199126546740148,0.0
102,2024-06,ACCESS CONTROL SYSTEMS,H_SKILL,1,0.005199126546740148,0.0
103,2024-06,ACCESS CONTROLS,H_SKILL,1,0.005199126546740148,0.0
104,2024-06,ACCESS INFORMATION,H_SKILL,1,0.005199126546740148,0.0
105,2024-06,ACCESS MANAGEMENT,H_SKILL,1,0.005199126546740148,0.0
106,2024-06,ACCESSIBILITY BEST PRACTICES,H_SKILL,1,0.005199126546740148,0.0
107,2024-06,ACCESSIBLE DATA SOLUTIONS,H_SKILL,1,0.005199126546740148,0.0
108,2024-06,ACCESSIBLE HIRING PROCESS,S_SKILL,2,0.010398253093480296,0.0
109,2024-06,ACCESSIBLE LANGUAGE,H_SKILL,1,0.005199126546740148,0.0
110,2024-06,ACCESSIBLERECRUITING@TRIPADVISOR.COM,LANG_FRAM,1,0.005199126546740148,0.0
111,2024-06,ACCOMMODATING EVOLVING FRAUD DETECTION,H_SKILL,1,0.005199126546740148,0.0
112,2024-06,ACCOMMODATING EVOLVING FRAUD DETECTION NEEDS,H_SKILL,1,0.005199126546740148,0.0
113,2024-06,ACCULINK,LANG_FRAM,2,0.010398253093480296,0.0
114,2024-06,ACOUSTICAL KNOWLEDGE,H_SKILL,1,0.005199126546740148,0.0
115,2024-06,ACP CERTIFICATION,LANG_FRAM,1,0.005199126546740148,0.0
116,2024-06,ACQUIRERS,LANG_FRAM,1,0.005199126546740148,0.0
117,2024-06,ACT WITH SKILL,S_SKILL,1,0.005199126546740148,0.0
118,2024-06,ACTING,S_SKILL,1,0.005199126546740148,0.0
119,2024-06,ACTION,S_SKILL,3,0.015597379640220442,0.0
120,2024-06,ACTION PLAN AND INITIATIVES,S_SKILL,1,0.005199126546740148,0.0
121,2024-06,ACTION PRINCIPLES,H_SKILL,3,0.015597379640220442,0.0
122,2024-06,ACTION TRACKING,H_SKILL,1,0.005199126546740148,0.0
123,2024-06,ACTIONABLE ADVICE TO CLIENTS,S_SKILL,1,0.005199126546740148,0.0
124,2024-06,ACTIONED,S_SKILL,1,0.005199126546740148,0.0
125,2024-06,ACTIVATION (TA),H_SKILL,1,0.005199126546740148,0.0
126,2024-06,ACTIVE,S_SKILL,1,0.005199126546740148,0.0
127,2024-06,ACTIVE INVOLVEMENT,H_SKILL,1,0.005199126546740148,0.0
