,time_period,new_ent,type,count,proportion_perc,perc_change
0,2024,) MODELLING,H_SKILL,1,0.0025700334104343356,0.0
1,2024,): HARDWARE FOR TRAINING,H_SKILL,1,0.0025700334104343356,0.0
2,2024,*,LANG_FRAM,1,0.0025700334104343356,0.0
3,2024,* LD SCHEMA,H_SKILL,1,0.0025700334104343356,0.0
4,2024,***,S_SKILL,1,0.0025700334104343356,0.0
5,2024,*** ****,S_SKILL,1,0.0025700334104343356,0.0
6,2024,"*, *383",S_SKILL,1,0.0025700334104343356,0.0
7,2024,*2024,S_SKILL,1,0.0025700334104343356,0.0
8,2024,", INSPIRING, AND THOUGHT",S_SKILL,1,0.0025700334104343356,0.0
9,2024,", OR PROVEN DEVELOPMENT EXPERIENCE",S_SKILL,1,0.0025700334104343356,0.0
10,2024,-END AUTOMATION SOLUTION,H_SKILL,2,0.005140066820868671,0.0
11,2024,-END DATA ARCHITECTURES,H_SKILL,1,0.0025700334104343356,0.0
12,2024,-END DATA MODELS,H_SKILL,1,0.0025700334104343356,0.0
13,2024,-END DEVELOPMENT AND TRAINING,H_SKILL,1,0.0025700334104343356,0.0
14,2024,-END FEATURES,H_SKILL,2,0.005140066820868671,0.0
15,2024,-END IMPLEMENTATION,H_SKILL,1,0.0025700334104343356,0.0
16,2024,-END MACHINE LEARNING SOLUTIONS,H_SKILL,1,0.0025700334104343356,0.0
17,2024,-END MIGRATION EFFORTS,H_SKILL,1,0.0025700334104343356,0.0
18,2024,-END PROCUREMENT,H_SKILL,1,0.0025700334104343356,0.0
19,2024,-END REAL TIME,H_SKILL,1,0.0025700334104343356,0.0
20,2024,-END RISK ADVISORY,H_SKILL,1,0.0025700334104343356,0.0
21,2024,-END SOFTWARE DEVELOPMENT LIFECYCLE,H_SKILL,1,0.0025700334104343356,0.0
22,2024,-END SOFTWARE LIFECYCLES,H_SKILL,1,0.0025700334104343356,0.0
23,2024,-END SOFTWARE SOLUTIONS,H_SKILL,1,0.0025700334104343356,0.0
24,2024,-END TECHNICAL ARCHITECTURE AND DEPENDENCY SYSTEMS,H_SKILL,1,0.0025700334104343356,0.0
25,2024,-END TEST APPROACH,H_SKILL,1,0.0025700334104343356,0.0
26,2024,-END TESTS,H_SKILL,1,0.0025700334104343356,0.0
27,2024,-END TRACKING & INSIGHT GATHERING IMPLEMENTATION PROCESS,H_SKILL,1,0.0025700334104343356,0.0
28,2024,-FUNCTIONAL INTEGRATION,H_SKILL,1,0.0025700334104343356,0.0
29,2024,.NET,LANG_FRAM,85,0.21845283988691852,0.0
30,2024,.NET 8.0,LANG_FRAM,1,0.0025700334104343356,0.0
31,2024,.NET CORE,LANG_FRAM,6,0.015420200462606013,0.0
32,2024,/APPARATUS,S_SKILL,1,0.0025700334104343356,0.0
33,2024,0-3,H_SKILL,1,0.0025700334104343356,0.0
34,2024,140.60,LANG_FRAM,1,0.0025700334104343356,0.0
35,2024,1:1 COACHING,REQUIREMENT,1,0.0025700334104343356,0.0
36,2024,"2,000USD",LANG_FRAM,4,0.010280133641737342,0.0
37,2024,2-3 YEARS OF POST-UNIVERSITY,S_SKILL,1,0.0025700334104343356,0.0
38,2024,2.1,H_SKILL,2,0.005140066820868671,0.0
39,2024,2024ESE06,LANG_FRAM,1,0.0025700334104343356,0.0
40,2024,22/04/2025,LANG_FRAM,1,0.0025700334104343356,0.0
41,2024,240003PL,LANG_FRAM,1,0.0025700334104343356,0.0
42,2024,29/09/2023,S_SKILL,1,0.0025700334104343356,0.0
43,2024,2:1,LANG_FRAM,3,0.007710100231303006,0.0
44,2024,2:1,REQUIREMENT,239,0.6142379850938062,0.0
45,2024,2:2,REQUIREMENT,57,0.14649190439475712,0.0
46,2024,2D,LANG_FRAM,1,0.0025700334104343356,0.0
47,2024,2D IMAGE,H_SKILL,1,0.0025700334104343356,0.0
48,2024,2D IMAGE DATA,H_SKILL,1,0.0025700334104343356,0.0
49,2024,3,H_SKILL,1,0.0025700334104343356,0.0
50,2024,3-6+ YEARS,H_SKILL,1,0.0025700334104343356,0.0
51,2024,3.0,LANG_FRAM,1,0.0025700334104343356,0.0
52,2024,360 DATA,LANG_FRAM,1,0.0025700334104343356,0.0
53,2024,3D COMMUNICATION,H_SKILL,1,0.0025700334104343356,0.0
54,2024,3D MATH,S_SKILL,1,0.0025700334104343356,0.0
55,2024,3D MODELLING,H_SKILL,3,0.007710100231303006,0.0
56,2024,3D MODELS,H_SKILL,2,0.005140066820868671,0.0
57,2024,3D PRINTING,H_SKILL,2,0.005140066820868671,0.0
58,2024,3D STRUCTURE ASSESSMENTS,H_SKILL,1,0.0025700334104343356,0.0
59,2024,40K-53K,S_SKILL,1,0.0025700334104343356,0.0
60,2024,46.00,S_SKILL,1,0.0025700334104343356,0.0
61,2024,5.0,LANG_FRAM,1,0.0025700334104343356,0.0
62,2024,55K,S_SKILL,1,0.0025700334104343356,0.0
63,2024,7.0,H_SKILL,1,0.0025700334104343356,0.0
64,2024,: PLANNING AND DEVELOPMENT:,H_SKILL,1,0.0025700334104343356,0.0
65,2024,> READABLE,H_SKILL,1,0.0025700334104343356,0.0
66,2024,A FIDUCIARY MIND,S_SKILL,2,0.005140066820868671,0.0
67,2024,A PROVEN TEAM PLAYER,H_SKILL,1,0.0025700334104343356,0.0
68,2024,AAPS,LANG_FRAM,9,0.02313030069390902,0.0
69,2024,ABILITY,S_SKILL,4,0.010280133641737342,0.0
70,2024,ABILITY IN MAINSTREAM GIS SOFTWARE,H_SKILL,1,0.0025700334104343356,0.0
71,2024,ABILITY READ,H_SKILL,1,0.0025700334104343356,0.0
72,2024,ABILITY TO ACCEPT A CHANGE IN PRIORITIES AS NECESSARY,S_SKILL,2,0.005140066820868671,0.0
